mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ
J,61018,-151.825699,18.630043,-0.234909,0.214506,0.318112,-0.714920,0.699205,3.500000,0.319267,-0.150787,-0.935592,0.077423,0.988110,-0.132832,
J,61109,-152.053879,18.851940,-0.228180,0.221897,0.318284,-0.692368,0.721544,3.500000,0.558073,-0.130388,-0.819483,0.070055,0.991455,-0.110043,
J,61200,-152.274857,19.080767,-0.220978,0.228827,0.318108,-0.669128,0.743153,3.500000,0.776045,-0.090606,-0.624135,0.047686,0.995224,-0.085184,
J,61290,-152.487778,19.317245,-0.212921,0.236479,0.318210,-0.645218,0.764004,3.500000,0.949213,-0.032875,-0.312911,0.011239,0.997435,-0.070696,
J,61381,-152.693146,19.560266,-0.205368,0.243021,0.318175,-0.620651,0.784088,3.500000,0.999859,-0.014841,-0.007795,0.014131,0.996335,-0.084361,
J,61472,-152.890717,19.809542,-0.197571,0.249275,0.318076,-0.595474,0.803373,3.500000,0.964680,-0.030915,0.261603,0.054727,0.994942,-0.084233,
J,61563,-153.080444,20.065010,-0.189728,0.255468,0.318215,-0.569656,0.821878,3.500000,0.934004,-0.047565,0.354081,0.075178,0.995073,-0.064633,
J,61654,-153.261932,20.326132,-0.181488,0.261122,0.317998,-0.543304,0.839535,3.500000,0.915293,-0.057419,0.398676,0.087308,0.994537,-0.057209,
J,61745,-153.435242,20.593002,-0.173309,0.266870,0.318207,-0.516403,0.856348,3.500000,0.900301,-0.074051,0.428922,0.102142,0.993848,-0.042811,
J,61836,-153.600052,20.865131,-0.164810,0.272129,0.318146,-0.488983,0.872295,3.500000,0.896678,-0.079841,0.435424,0.106467,0.993626,-0.037055,
J,61927,-153.756271,21.142384,-0.156219,0.277252,0.318235,-0.461044,0.887377,3.500000,0.900859,-0.081309,0.426429,0.105850,0.993796,-0.034124,
J,62018,-153.903656,21.424301,-0.147385,0.281918,0.318119,-0.432648,0.901566,3.500000,0.940624,-0.100111,0.324352,0.113753,0.993235,-0.023326,
J,62109,-154.042114,21.710722,-0.138458,0.286421,0.318131,-0.403824,0.914841,3.500000,0.989210,-0.131199,0.065195,0.131991,0.991219,-0.007976,
J,62200,-154.171539,22.001446,-0.129425,0.290724,0.318231,-0.374619,0.927181,3.500000,0.928905,-0.148807,-0.339104,0.152485,0.988177,-0.015934,
J,62290,-154.290741,22.296448,-0.119202,0.295002,0.318175,-0.344986,0.938606,3.500000,0.768233,-0.134592,-0.625862,0.156796,0.987431,-0.019884,
J,62381,-154.400574,22.594973,-0.109833,0.298525,0.318089,-0.315048,0.949078,3.500000,0.467866,-0.087886,-0.879419,0.158788,0.987211,-0.014181,
J,62472,-154.501022,22.896948,-0.100449,0.301975,0.318244,-0.333069,0.942905,3.500000,0.379023,-0.094258,-0.920574,0.165637,0.985643,-0.032724,
J,62563,-154.606659,23.196934,-0.105637,0.299986,0.318042,-0.362808,0.931862,3.500000,0.370111,-0.123974,-0.920678,0.168069,0.983637,-0.064888,
J,62654,-154.721710,23.493549,-0.115051,0.296616,0.318147,-0.392181,0.919886,3.500000,0.370762,-0.143407,-0.917589,0.165618,0.982379,-0.086613,
J,62745,-154.846054,23.786459,-0.124344,0.292910,0.318210,-0.421173,0.906981,3.500000,0.382128,-0.149231,-0.911980,0.162152,0.982391,-0.092809,
J,62836,-154.979507,24.075300,-0.133453,0.288841,0.318181,-0.449753,0.893150,3.500000,0.398817,-0.151664,-0.904402,0.162135,0.982354,-0.093239,
J,62927,-155.121964,24.359774,-0.142456,0.284473,0.318149,-0.477875,0.878426,3.500000,0.418148,-0.162427,-0.893739,0.167254,0.980829,-0.100003,
J,63018,-155.273224,24.639513,-0.151260,0.279739,0.318015,-0.505493,0.862831,3.500000,0.426576,-0.179203,-0.886521,0.173677,0.978164,-0.114158,
J,63109,-155.433319,24.914557,-0.160095,0.275043,0.318244,-0.532608,0.846359,3.500000,0.439036,-0.183369,-0.879558,0.174690,0.977692,-0.116630,
J,63200,-155.601898,25.184343,-0.168579,0.269787,0.318126,-0.559204,0.829027,3.500000,0.456961,-0.176785,-0.871742,0.170644,0.979270,-0.109140,
J,63290,-155.779831,25.448137,-0.177933,0.263794,0.318194,-0.585205,0.810883,3.500000,0.470743,-0.170264,-0.865685,0.167733,0.980577,-0.101651,
J,63381,-155.965897,25.706125,-0.186066,0.257988,0.318085,-0.610641,0.791903,3.500000,0.480743,-0.172331,-0.859760,0.169189,0.980303,-0.101890,
J,63472,-156.160034,25.958220,-0.194138,0.252094,0.318184,-0.635468,0.772127,3.500000,0.482991,-0.179357,-0.857059,0.172385,0.979118,-0.107754,
J,63563,-156.361969,26.204063,-0.201935,0.245844,0.318146,-0.659637,0.751581,3.500000,0.487963,-0.177372,-0.854653,0.171146,0.979572,-0.105582,
J,63654,-156.571457,26.443361,-0.209488,0.239298,0.318039,-0.683151,0.730278,3.500000,0.490642,-0.168137,-0.854986,0.166189,0.981252,-0.097598,
J,63745,-156.788559,26.676178,-0.217102,0.232817,0.318335,-0.705994,0.708218,3.500000,0.491097,-0.165112,-0.855314,0.166773,0.981531,-0.093721,
J,63836,-157.012680,26.901863,-0.224121,0.225685,0.318063,-0.728104,0.685469,3.500000,0.490255,-0.171035,-0.854632,0.169710,0.980521,-0.098876,
J,63927,-157.243774,27.120401,-0.231094,0.218538,0.318062,-0.749481,0.662031,3.500000,0.489419,-0.176666,-0.853966,0.172521,0.979525,-0.103767,
J,64018,-157.481720,27.331652,-0.237946,0.211250,0.318190,-0.770111,0.637918,3.500000,0.489806,-0.174325,-0.854225,0.171335,0.979946,-0.101739,
J,64109,-157.726151,27.535305,-0.244431,0.203653,0.318152,-0.789963,0.613161,3.500000,0.491386,-0.165586,-0.855056,0.167530,0.981397,-0.093775,
J,64200,-157.976883,27.731203,-0.250732,0.195898,0.318187,-0.809021,0.587786,3.500000,0.491608,-0.164156,-0.855205,0.167842,0.981519,-0.091920,
J,64290,-158.234283,27.918219,-0.257401,0.187016,0.318166,-0.827255,0.561829,3.500000,0.490262,-0.174231,-0.853983,0.172673,0.979811,-0.100773,
J,64381,-158.497437,28.097061,-0.263153,0.178843,0.318173,-0.844666,0.535294,3.500000,0.489610,-0.178746,-0.853424,0.174867,0.979007,-0.104727,
J,64472,-158.766083,28.267551,-0.268646,0.170490,0.318179,-0.861237,0.508217,3.500000,0.491329,-0.169543,-0.854313,0.169944,0.980680,-0.096884,
J,64563,-159.039886,28.429472,-0.273804,0.161921,0.318099,-0.876907,0.480650,3.500000,0.493633,-0.158487,-0.855107,0.166083,0.982338,-0.086193,
J,64654,-159.318741,28.582781,-0.278854,0.153309,0.318219,-0.891724,0.452570,3.500000,0.496548,-0.156990,-0.853695,0.168095,0.982282,-0.082864,
J,64745,-159.602142,28.727175,-0.283401,0.144394,0.318066,-0.905640,0.424055,3.500000,0.494796,-0.170632,-0.852092,0.174620,0.980056,-0.094858,
J,64836,-159.889984,28.862627,-0.287842,0.135452,0.318120,-0.918625,0.395119,3.500000,0.494189,-0.174721,-0.851616,0.176630,0.979343,-0.098428,
J,64927,-160.182007,28.988997,-0.292023,0.126369,0.318193,-0.930710,0.365765,3.500000,0.495422,-0.167793,-0.852293,0.173003,0.980570,-0.092483,
J,65018,-160.477768,29.106098,-0.295761,0.117102,0.318100,-0.941849,0.336044,3.500000,0.496256,-0.162757,-0.852784,0.170417,0.981422,-0.088138,
J,65109,-160.777191,29.213896,-0.299423,0.107798,0.318237,-0.952042,0.305990,3.500000,0.495266,-0.169912,-0.851963,0.173530,0.980272,-0.094625,
J,65200,-161.079834,29.312225,-0.302643,0.098330,0.318216,-0.961258,0.275633,3.500000,0.493526,-0.182317,-0.850407,0.174702,0.978634,-0.108420,
J,65290,-161.385590,29.399902,-0.305756,0.087677,0.318078,-0.969528,0.245007,3.500000,0.493352,-0.183403,-0.850275,0.174307,0.978536,-0.109931,
J,65381,-161.694061,29.477959,-0.308472,0.078056,0.318194,-0.976807,0.214119,3.500000,0.495016,-0.173777,-0.851328,0.169658,0.980268,-0.101447,
J,65472,-162.004822,29.546284,-0.310760,0.068325,0.318183,-0.983109,0.183016,3.500000,0.496283,-0.166241,-0.852096,0.168361,0.981291,-0.093388,
J,65563,-162.317581,29.604815,-0.312759,0.058531,0.318189,-0.988419,0.151720,3.500000,0.494888,-0.177041,-0.850731,0.171918,0.979621,-0.103856,
J,65654,-162.631973,29.653481,-0.314392,0.048666,0.318136,-0.992737,0.120285,3.500000,0.492471,-0.195725,-0.848035,0.174837,0.976770,-0.123906,
J,65745,-162.947662,29.692240,-0.315689,0.038759,0.318060,-0.996048,0.088736,3.500000,0.492224,-0.197455,-0.847778,0.174840,0.976511,-0.125925,
J,65836,-163.264511,29.721075,-0.316849,0.028835,0.318158,-0.998367,0.057085,3.500000,0.494239,-0.186713,-0.849038,0.169184,0.978647,-0.116731,
J,65927,-163.582123,29.739944,-0.317612,0.018869,0.318172,-0.999680,0.025379,3.500000,0.494844,-0.183179,-0.849456,0.168197,0.979234,-0.113183,
J,66018,-163.900055,29.748825,-0.317932,0.008881,0.318056,-0.999985,-0.006342,3.500000,0.492831,-0.202261,-0.846291,0.170939,0.976161,-0.133755,
J,66109,-164.218246,29.747715,-0.318192,-0.001110,0.318193,-0.999268,-0.038069,3.500000,0.491639,-0.213220,-0.844292,0.172673,0.974177,-0.145473,
J,66200,-164.536240,29.736610,-0.317993,-0.011105,0.318187,-0.997559,-0.069754,3.500000,0.497556,-0.206714,-0.842441,0.169106,0.975671,-0.139530,
J,66290,-164.853622,29.714418,-0.317383,-0.022192,0.318158,-0.994843,-0.101368,3.500000,0.506242,-0.197822,-0.839396,0.164232,0.977637,-0.131352,
J,66381,-165.170227,29.682259,-0.316605,-0.032160,0.318234,-0.991135,-0.132891,3.500000,0.510657,-0.205328,-0.834907,0.164633,0.976449,-0.139442,
J,66472,-165.485550,29.640184,-0.315323,-0.042074,0.318118,-0.986420,-0.164263,3.500000,0.514910,-0.221702,-0.828079,0.165312,0.973527,-0.157849,
J,66563,-165.799393,29.588230,-0.313843,-0.051954,0.318114,-0.980713,-0.195478,3.500000,0.526216,-0.219923,-0.821420,0.163655,0.974111,-0.155963,
J,66654,-166.111450,29.526440,-0.312057,-0.061790,0.318116,-0.974014,-0.226496,3.500000,0.541334,-0.206857,-0.814965,0.158072,0.977019,-0.142991,
J,66745,-166.421585,29.454838,-0.310135,-0.071602,0.318293,-0.966324,-0.257301,3.500000,0.549014,-0.203418,-0.810682,0.155935,0.977830,-0.139757,
J,66836,-166.728989,29.373617,-0.307404,-0.081221,0.317952,-0.957687,-0.287809,3.500000,0.548396,-0.214385,-0.808270,0.158499,0.975705,-0.151256,
J,66927,-167.033966,29.282701,-0.304977,-0.090916,0.318240,-0.948074,-0.318058,3.500000,0.547363,-0.222010,-0.806911,0.162481,0.974017,-0.157768,
J,67018,-167.335815,29.182289,-0.301849,-0.100412,0.318113,-0.937500,-0.347979,3.500000,0.548118,-0.217550,-0.807613,0.159930,0.975025,-0.154104,
J,67109,-167.634415,29.072424,-0.298599,-0.109865,0.318170,-0.925995,-0.377541,3.500000,0.549937,-0.206561,-0.809260,0.153664,0.977417,-0.145060,
J,67200,-167.929489,28.953207,-0.295074,-0.119217,0.318248,-0.913544,-0.406750,3.500000,0.546986,-0.210774,-0.810173,0.154679,0.976568,-0.149632,
J,67290,-168.220047,28.823841,-0.290558,-0.129366,0.318056,-0.900192,-0.435503,3.500000,0.540611,-0.221866,-0.811489,0.158696,0.974174,-0.160623,
J,67381,-168.506592,28.685324,-0.286545,-0.138517,0.318269,-0.885910,-0.463869,3.500000,0.540619,-0.219958,-0.812003,0.157633,0.974605,-0.159054,
J,67472,-168.788574,28.537901,-0.281982,-0.147423,0.318194,-0.870743,-0.491739,3.500000,0.542630,-0.207831,-0.813854,0.150778,0.977269,-0.149032,
J,67563,-169.065750,28.381716,-0.277176,-0.156185,0.318151,-0.854706,-0.519119,3.500000,0.543438,-0.202442,-0.814673,0.147777,0.978400,-0.144551,
J,67654,-169.337753,28.216984,-0.272003,-0.164732,0.317997,-0.837799,-0.545969,3.500000,0.544411,-0.205462,-0.813267,0.149424,0.977785,-0.146999,
J,67745,-169.604630,28.043676,-0.266876,-0.173307,0.318211,-0.820053,-0.572281,3.500000,0.549769,-0.207638,-0.809099,0.150513,0.977383,-0.148553,
J,67836,-169.865845,27.862118,-0.261215,-0.181559,0.318115,-0.801483,-0.598007,3.500000,0.557699,-0.201762,-0.805149,0.147037,0.978681,-0.143400,
J,67927,-170.121231,27.672453,-0.255386,-0.189665,0.318112,-0.782120,-0.623137,3.500000,0.564232,-0.195100,-0.802233,0.143116,0.980081,-0.137695,
J,68018,-170.370560,27.474844,-0.249329,-0.197609,0.318142,-0.761948,-0.647638,3.500000,0.569897,-0.193682,-0.798564,0.142178,0.980409,-0.136320,
J,68109,-170.613617,27.269434,-0.243057,-0.205410,0.318230,-0.741013,-0.671488,3.500000,0.568794,-0.201789,-0.797342,0.146896,0.978773,-0.142915,
J,68200,-170.850037,27.056564,-0.236420,-0.212870,0.318132,-0.719345,-0.694656,3.500000,0.568448,-0.204314,-0.796946,0.148361,0.978250,-0.144972,
J,68290,-171.078918,26.835531,-0.228882,-0.221033,0.318186,-0.696945,-0.717131,3.500000,0.568758,-0.202531,-0.797180,0.148853,0.978551,-0.142409,
J,68381,-171.300766,26.607412,-0.221848,-0.228119,0.318205,-0.673828,-0.738892,3.500000,0.569604,-0.196880,-0.797991,0.150419,0.979460,-0.134283,
J,68472,-171.515259,26.372511,-0.214493,-0.234901,0.318097,-0.650055,-0.759890,3.500000,0.568569,-0.204444,-0.796826,0.155766,0.977859,-0.139746,
J,68563,-171.722290,26.130949,-0.207031,-0.241562,0.318142,-0.625610,-0.780130,3.500000,0.565546,-0.227118,-0.792828,0.168890,0.972854,-0.158215,
J,68654,-171.921692,25.882956,-0.199402,-0.247993,0.318217,-0.600540,-0.799597,3.500000,0.563307,-0.240968,-0.790329,0.176887,0.969522,-0.169526,
J,68745,-172.113098,25.628942,-0.191406,-0.254013,0.318055,-0.574875,-0.818239,3.500000,0.563557,-0.239595,-0.790568,0.176089,0.969862,-0.168408,
J,68836,-172.296509,25.368937,-0.183411,-0.260006,0.318186,-0.548630,-0.836065,3.500000,0.564311,-0.232571,-0.792126,0.173847,0.971460,-0.161375,
J,68927,-172.471588,25.103437,-0.175079,-0.265499,0.318029,-0.521835,-0.853050,3.500000,0.563920,-0.233658,-0.792084,0.176792,0.971059,-0.160588,
J,69018,-172.638321,24.832396,-0.166733,-0.271042,0.318219,-0.494492,-0.869179,3.500000,0.556489,-0.244875,-0.793950,0.183512,0.968207,-0.169994,
J,69109,-172.796478,24.556259,-0.158157,-0.276136,0.318222,-0.466644,-0.884443,3.500000,0.554432,-0.247508,-0.794572,0.185288,0.967499,-0.172085,
J,69200,-172.945831,24.275349,-0.149353,-0.280910,0.318146,-0.438400,-0.898781,3.500000,0.556832,-0.234289,-0.796898,0.182870,0.970435,-0.157528,
J,69290,-173.085281,23.989437,-0.139450,-0.285912,0.318106,-0.409622,-0.912254,3.500000,0.559051,-0.221938,-0.798878,0.182733,0.972798,-0.142379,
J,69381,-173.215744,23.699148,-0.130463,-0.290289,0.318258,-0.380493,-0.924786,3.500000,0.559193,-0.221016,-0.799034,0.187012,0.972596,-0.138146,
J,69472,-173.336990,23.404993,-0.121246,-0.294155,0.318163,-0.350952,-0.936396,3.500000,0.556682,-0.232686,-0.797473,0.193785,0.969860,-0.147712,
J,69563,-173.448898,23.107244,-0.111908,-0.297749,0.318084,-0.321060,-0.947060,3.500000,0.555960,-0.236114,-0.796969,0.195758,0.969030,-0.150530,
J,69654,-173.551437,22.806032,-0.102539,-0.301212,0.318187,-0.290833,-0.956772,3.500000,0.559930,-0.225974,-0.797129,0.191661,0.971320,-0.140725,
J,69745,-173.644455,22.501789,-0.093018,-0.304243,0.318145,-0.260345,-0.965513,3.500000,0.560943,-0.220881,-0.797844,0.191848,0.972197,-0.134268,
J,69836,-173.727844,22.194855,-0.083389,-0.306934,0.318060,-0.229614,-0.973282,3.500000,0.560142,-0.224871,-0.797292,0.194174,0.971279,-0.137525,
J,69927,-173.801590,21.885345,-0.073746,-0.309509,0.318174,-0.198593,-0.980083,3.500000,0.556655,-0.242006,-0.794713,0.202588,0.967292,-0.152658,
J,70018,-173.865555,21.573746,-0.063965,-0.311600,0.318097,-0.167389,-0.985889,3.500000,0.555863,-0.245788,-0.794107,0.204765,0.966338,-0.155764,
J,70109,-173.919724,21.260069,-0.054169,-0.313677,0.318320,-0.136002,-0.990707,3.500000,0.557168,-0.239572,-0.795091,0.201188,0.967898,-0.150656,
J,70199,-173.963974,20.945185,-0.044250,-0.314884,0.317978,-0.104507,-0.994524,3.500000,0.557687,-0.237072,-0.795476,0.199749,0.968513,-0.148602,
J,70290,-173.997238,20.628630,-0.033264,-0.316555,0.318298,-0.072952,-0.997335,3.500000,0.556814,-0.241336,-0.794805,0.200718,0.967598,-0.153187,
J,70381,-174.020554,20.311396,-0.023315,-0.317234,0.318090,-0.041229,-0.999149,3.500000,0.553751,-0.256697,-0.792128,0.202074,0.964287,-0.171224,
J,70472,-174.033875,19.993536,-0.013321,-0.317860,0.318139,-0.009521,-0.999954,3.500000,0.547757,-0.275340,-0.790032,0.204754,0.959696,-0.192507,
J,70563,-174.037201,19.675295,-0.003326,-0.318241,0.318259,0.022202,-0.999754,3.500000,0.526357,-0.287675,-0.800119,0.198309,0.956608,-0.213482,
J,70654,-174.030548,19.357285,0.006653,-0.318010,0.318080,0.053940,-0.998545,3.500000,0.502722,-0.289192,-0.814640,0.183186,0.956619,-0.226548,
J,70745,-174.013885,19.039577,0.016663,-0.317707,0.318144,0.085587,-0.996330,3.500000,0.476743,-0.298310,-0.826878,0.164593,0.954314,-0.249388,
J,70836,-173.987259,18.722485,0.026627,-0.317093,0.318209,0.091873,-0.995771,3.500000,0.430165,-0.317174,-0.845197,0.142894,0.948367,-0.283164,
J,70927,-173.957321,18.405788,0.029938,-0.316696,0.318108,0.060257,-0.998182,3.500000,0.385258,-0.331152,-0.861345,0.130407,0.943564,-0.304434,
J,71018,-173.937347,18.088276,0.019974,-0.317513,0.318140,0.028564,-0.999592,3.500000,0.347465,-0.344618,-0.872070,0.128046,0.938743,-0.319947,
J,71109,-173.927353,17.770216,0.009995,-0.318060,0.318217,-0.003189,-0.999994,3.500000,0.323913,-0.355535,-0.876741,0.132169,0.934620,-0.330176,
J,71200,-173.927353,17.452066,0.000000,-0.318150,0.318150,-0.034927,-0.999390,3.500000,0.316694,-0.363714,-0.876023,0.135230,0.931440,-0.337835,
J,71290,-173.938461,17.134134,-0.011108,-0.317932,0.318126,-0.066589,-0.997780,3.500000,0.316648,-0.364034,-0.875907,0.137834,0.931282,-0.337220,
J,71381,-173.959549,16.816639,-0.021088,-0.317495,0.318195,-0.098190,-0.995167,3.500000,0.299152,-0.370084,-0.879514,0.133539,0.928891,-0.345440,
J,71472,-173.990585,16.500061,-0.031036,-0.316578,0.318096,-0.129761,-0.991547,3.500000,0.205476,-0.380008,-0.901872,0.124643,0.924193,-0.361015,
J,71563,-174.031570,16.184496,-0.040985,-0.315565,0.318216,-0.161148,-0.986930,3.500000,0.026189,-0.371624,-0.928014,0.121183,0.922666,-0.366062,
J,71654,-174.082428,15.870548,-0.050858,-0.313948,0.318040,-0.192368,-0.981324,3.500000,-0.123045,-0.338045,-0.933052,0.115156,0.928982,-0.351756,
J,71745,-174.143143,15.558187,-0.060715,-0.312361,0.318207,-0.223404,-0.974726,3.500000,-0.192779,-0.297519,-0.935050,0.090075,0.943536,-0.318789,
J,71836,-174.213638,15.247950,-0.070496,-0.310238,0.318146,-0.254211,-0.967148,3.500000,-0.228331,-0.259134,-0.938464,0.051729,0.959337,-0.277483,
J,71927,-174.293823,14.940093,-0.080185,-0.307857,0.318128,-0.284775,-0.958594,3.500000,-0.269409,-0.207416,-0.940424,0.005191,0.976203,-0.216794,
J,72018,-174.383636,14.634939,-0.089813,-0.305154,0.318096,-0.315079,-0.949068,3.500000,-0.308231,-0.164391,-0.937000,-0.020222,0.985866,-0.166312,
J,72109,-174.483032,14.332622,-0.099396,-0.302318,0.318238,-0.345001,-0.938603,3.500000,-0.356875,-0.144720,-0.922874,-0.049798,0.989470,-0.135906,
J,72200,-174.591843,14.033679,-0.108810,-0.298943,0.318129,-0.374588,-0.927193,3.500000,-0.405634,-0.146839,-0.902164,-0.086003,0.988764,-0.122266,
J,72290,-174.711044,13.738617,-0.119202,-0.295062,0.318231,-0.403854,-0.914824,3.500000,-0.435778,-0.152566,-0.887029,-0.124252,0.986290,-0.108596,
J,72381,-174.839371,13.447678,-0.128326,-0.290939,0.317983,-0.432648,-0.901565,3.500000,-0.444255,-0.166237,-0.880343,-0.146721,0.982867,-0.111556,
J,72472,-174.976898,13.160633,-0.137527,-0.287045,0.318290,-0.461060,-0.887371,3.500000,-0.440716,-0.190746,-0.877146,-0.152937,0.978831,-0.136017,
J,72563,-175.123337,12.878137,-0.146439,-0.282496,0.318196,-0.488968,-0.872306,3.500000,-0.419284,-0.241095,-0.875257,-0.165541,0.968233,-0.187405,
J,72654,-175.278473,12.600533,-0.155136,-0.277604,0.318011,-0.516373,-0.856359,3.500000,-0.386617,-0.338045,-0.858052,-0.201949,0.938851,-0.278884,
J,72745,-175.442337,12.327812,-0.163864,-0.272720,0.318163,-0.543304,-0.839532,3.500000,-0.330742,-0.535317,-0.777203,-0.280839,0.842071,-0.460484,
J,72836,-175.614716,12.060336,-0.172379,-0.267476,0.318210,-0.569672,-0.821867,3.500000,-0.301519,-0.626689,-0.718573,-0.301648,0.777636,-0.551626,
J,72927,-175.795349,11.798508,-0.180634,-0.261828,0.318092,-0.595459,-0.803391,3.500000,-0.299915,-0.608400,-0.734779,-0.275856,0.792641,-0.543713,
J,73018,-175.984177,11.542372,-0.188828,-0.256136,0.318216,-0.620651,-0.784081,3.500000,-0.279545,-0.597044,-0.751926,-0.256943,0.801104,-0.540568,
J,73109,-176.180923,11.292366,-0.196747,-0.250006,0.318139,-0.645218,-0.764000,3.500000,-0.253535,-0.593493,-0.763863,-0.242456,0.803446,-0.543773,
J,73200,-176.385391,11.048682,-0.204468,-0.243684,0.318102,-0.669128,-0.743152,3.500000,-0.232279,-0.580203,-0.780648,-0.220475,0.813117,-0.538732,
J,73290,-176.598343,10.812173,-0.212952,-0.236509,0.318253,-0.692383,-0.721535,3.500000,-0.214250,-0.554317,-0.804257,-0.193413,0.831149,-0.521328,
J,73381,-176.818542,10.582559,-0.220200,-0.229614,0.318136,-0.714920,-0.699209,3.500000,-0.187853,-0.519768,-0.833398,-0.161890,0.853284,-0.495679,
J,73472,-177.045837,10.359968,-0.227295,-0.222590,0.318134,-0.736740,-0.676174,3.500000,-0.159046,-0.480859,-0.862252,-0.135755,0.875725,-0.463332,
J,73563,-177.280029,10.144619,-0.234192,-0.215349,0.318153,-0.757828,-0.652461,3.500000,-0.135659,-0.431841,-0.891689,-0.116411,0.900723,-0.418506,
J,73654,-177.520798,9.936792,-0.240768,-0.207827,0.318059,-0.778137,-0.628096,3.500000,-0.095670,-0.326638,-0.940295,-0.089020,0.943650,-0.318747,
J,73745,-177.768051,9.736563,-0.247253,-0.200230,0.318161,-0.797684,-0.603086,3.500000,-0.030830,-0.221261,-0.974727,-0.070987,0.973213,-0.218672,
J,73836,-178.021454,9.544224,-0.253403,-0.192339,0.318131,-0.816406,-0.577475,3.500000,0.046780,-0.160018,-0.986005,-0.066559,0.984393,-0.162914,
J,73927,-178.280823,9.359900,-0.259369,-0.184324,0.318194,-0.834320,-0.551275,3.500000,0.107359,-0.128819,-0.985840,-0.064588,0.988572,-0.136210,
J,74018,-178.545715,9.183900,-0.264893,-0.176000,0.318031,-0.851395,-0.524528,3.500000,0.146084,-0.114229,-0.982655,-0.062163,0.990288,-0.124358,
J,74109,-178.816177,9.016211,-0.270462,-0.167689,0.318229,-0.867599,-0.497264,3.500000,0.195776,-0.105608,-0.974945,-0.052175,0.991654,-0.117895,
J,74200,-179.091766,8.857094,-0.275589,-0.159117,0.318225,-0.882950,-0.469468,3.500000,0.211755,-0.099429,-0.972252,-0.046369,0.992669,-0.111616,
J,74290,-179.372650,8.707742,-0.280884,-0.149352,0.318122,-0.897400,-0.441230,3.500000,0.232392,-0.091484,-0.968310,-0.041830,0.993705,-0.103922,
J,74381,-179.658112,8.567273,-0.285461,-0.140469,0.318150,-0.910950,-0.412526,3.500000,0.248388,-0.083698,-0.965038,-0.041476,0.994427,-0.096923,
J,74472,-179.947906,8.435820,-0.289795,-0.131454,0.318216,-0.923569,-0.383422,3.500000,0.257131,-0.077045,-0.963300,-0.042782,0.994932,-0.090995,
J,74563,-180.241501,8.313603,-0.293594,-0.122216,0.318016,-0.935272,-0.353940,3.500000,0.265226,-0.069396,-0.961686,-0.047618,0.995246,-0.084950,
J,74654,-180.539032,8.200579,-0.297531,-0.113025,0.318276,-0.933014,-0.359844,3.500000,0.275972,-0.060532,-0.959258,-0.058674,0.995093,-0.079673,
J,74745,-180.835938,8.086607,-0.296906,-0.113972,0.318029,-0.921127,-0.389258,3.500000,0.297673,-0.045851,-0.953566,-0.070733,0.995041,-0.069926,
J,74836,-181.129257,7.963315,-0.293320,-0.123291,0.318178,-0.908310,-0.418298,3.500000,0.327327,-0.026024,-0.944553,-0.084154,0.994845,-0.056572,
J,74927,-181.418518,7.830878,-0.289261,-0.132437,0.318137,-0.894577,-0.446902,3.500000,0.358571,-0.004409,-0.933492,-0.099474,0.994115,-0.042905,
J,75018,-181.703445,7.689445,-0.284927,-0.141433,0.318099,-0.879959,-0.475049,3.500000,0.383769,0.013759,-0.923326,-0.111514,0.993262,-0.031548,
J,75109,-181.983887,7.539084,-0.280441,-0.150361,0.318207,-0.864441,-0.502729,3.500000,0.409564,0.030991,-0.911755,-0.122168,0.992284,-0.021151,
J,75200,-182.259552,7.379924,-0.275665,-0.159161,0.318313,-0.848038,-0.529927,3.500000,0.434163,0.043834,-0.899767,-0.127207,0.991790,-0.013064,
J,75290,-182.529312,7.211364,-0.269760,-0.168560,0.318093,-0.830811,-0.556558,3.500000,0.457387,0.048251,-0.887958,-0.126947,0.991843,-0.011495,
J,75381,-182.793716,7.034355,-0.264404,-0.177010,0.318186,-0.812729,-0.582636,3.500000,0.474172,0.044578,-0.879303,-0.123837,0.992166,-0.016481,
J,75472,-183.052475,6.849109,-0.258759,-0.185246,0.318232,-0.793839,-0.608137,3.500000,0.484283,0.038578,-0.874060,-0.119190,0.992622,-0.022228,
J,75563,-183.305084,6.655976,-0.252609,-0.193133,0.317981,-0.774139,-0.633008,3.500000,0.493479,0.032788,-0.869140,-0.115619,0.992894,-0.028190,
J,75654,-183.551636,6.454888,-0.246552,-0.201088,0.318157,-0.753677,-0.657252,3.500000,0.505356,0.028697,-0.862434,-0.112401,0.993121,-0.032818,
J,75745,-183.791809,6.246112,-0.240173,-0.208776,0.318230,-0.732437,-0.680837,3.500000,0.522269,0.020213,-0.852541,-0.106228,0.993474,-0.041521,
J,75836,-184.025131,6.030055,-0.233322,-0.216057,0.317994,-0.710480,-0.703721,3.500000,0.536862,0.009627,-0.843615,-0.099041,0.993740,-0.051687,
J,75927,-184.251740,5.806590,-0.226608,-0.223464,0.318257,-0.687775,-0.725918,3.500000,0.551184,0.000717,-0.834384,-0.092534,0.993884,-0.060272,
J,76018,-184.471085,5.576267,-0.219345,-0.230323,0.318058,-0.664398,-0.747374,3.500000,0.563528,-0.008813,-0.826050,-0.085821,0.993908,-0.069150,
